concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2
73609,Open fracture of clavicle,4237458,58150001,Fracture of clavicle
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",40482662,442246002,Disorder of joint of ankle and/or foot
26213,Congenital salivary gland fistula,28462,75260002,Fistula of salivary gland
30333,Gonorrhea of pharynx,4193874,312129004,Bacterial infection of the digestive tract
23247,Chronic peptic ulcer with perforation but without obstruction,4146517,3483000,Chronic peptic ulcer with perforation
23034,Neonatal hypoglycemia,24609,302866003,Hypoglycemia
27516,Neoplasm of uncertain behavior of paraganglia,432582,118616009,Neoplastic disease of uncertain behavior
73840,"Localized, primary osteoarthritis of the shoulder region",72405,67315001,Degenerative joint disease of shoulder region
73649,Contusion of finger,81723,5662003,Contusion of hand
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,31335,22157005,Acute peptic ulcer with hemorrhage but without obstruction
23988,Hemolytic anemia due to glutathione metabolism disorder,28396,38911009,Hereditary hemolytic anemia
23325,Heartburn,4091509,249496004,Esophageal reflux finding
28115,Benign neoplasm of pineal gland,4131120,127026004,Neoplasm of pineal gland
72817,Tuberculosis of urinary organs,4208664,312124009,Bacterial urinary infection
73336,Closed traumatic dislocation ankle joint,40492779,445852002,Closed traumatic dislocation of joint
24884,Benign neoplasm of carotid body,444463,92267000,Benign neoplasm of paraganglion
74080,Orthostatic proteinuria,4128528,236720004,Asymptomatic proteinuria
23137,Chlamydial pharyngitis,4193318,312422001,Infective pharyngitis
73889,Sprain of distal tibiofibular ligament,81151,44465007,Sprain of ankle
73341,Closed fracture of head of radius,4136716,263196008,Fracture of radial head
23245,Esophageal bleeding,31610,37657006,Disorder of esophagus
74052,Labyrinthitis,81303,20425006,Labyrinthine disorder
30978,Thalassemia,4144746,427306008,Hereditary hemoglobinopathy
26719,Chronic laryngotracheitis,4254103,7457009,Chronic tracheitis
25068,Branchial cleft sinus and fistula,4100729,253259008,Branchial cleft sinus
30124,Obstruction of larynx,4286507,68372009,Upper respiratory tract obstruction
31598,Hypertrophy of tonsils AND adenoids,28457,46689006,Hypertrophy of tonsils
28457,Hypertrophy of tonsils,605321,1052245004,Enlargement of left tonsil
30333,Gonorrhea of pharynx,4207185,312118003,Bacterial upper respiratory infection
28403,Gigantism and acromegaly,4216994,80849007,Gigantism
73754,Restless legs,193460,118937003,Disorder of lower limb
73409,Primary anal syphilis,4080334,240556008,Primary extragenital syphilis
28127,"Multiple endocrine neoplasia, type 1",30678,46724008,Polyglandular activity in multiple endocrine adenomatosis
23731,Benign neoplasm of larynx,4242368,92246000,Benign neoplasm of neck
30678,Polyglandular activity in multiple endocrine adenomatosis,4316507,94938005,Neoplasm of uncertain behavior of multiple endocrine glands
73673,Disorder of prosthetic joint,434822,69260008,Complication of internal prosthetic device
29783,Severe combined immunodeficiency disease,40483560,442459007,Combined immunodeficiency disease
31597,Acute laryngotracheitis,4208388,55130001,Laryngotracheitis
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4204555,5492000,Chronic peptic ulcer without hemorrhage AND without perforation
72712,Synovial cyst,74135,3519007,Disorder of synovial membrane
73649,Contusion of finger,81454,52011008,Injury of finger
73341,Closed fracture of head of radius,4190345,373716002,Closed fracture involving joint
73091,Deep third degree burn of breast,195995,86744003,Deep third degree burn of trunk
73313,Longitudinal deficiency of tarsal bone,74472,302297009,Congenital deformity of foot
27235,Primary malignant neoplasm of carotid body,442122,93941005,Primary malignant neoplasm of paraganglion
31668,Acquired deformity of neck,4182168,298390003,Deformity of neck
25189,Malignant tumor of oral cavity,4123594,235075007,Tumor of oral cavity
24198,Contusion of esophagus,441737,125667009,Contusion
28115,Benign neoplasm of pineal gland,136937,92085000,Benign neoplasm of endocrine gland
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",4095410,26221006,"Peptic ulcer with hemorrhage, with perforation AND with obstruction"
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",201069,38365000,"Peptic ulcer without hemorrhage, without perforation AND without obstruction"
26908,Vincent's angina,4193874,312129004,Bacterial infection of the digestive tract
22871,Neoplasm of uncertain behavior of pineal gland,4315941,94789003,Neoplasm of uncertain behavior of cerebrum
24884,Benign neoplasm of carotid body,4242368,92246000,Benign neoplasm of neck
30365,Panhypopituitarism,23164,51742006,Disorder of anterior pituitary
26052,Primary malignant neoplasm of larynx,4178968,363429002,Malignant tumor of larynx
24897,Carcinoma in situ of larynx,4241921,92779001,Carcinoma in situ of upper respiratory tract
73378,Frostbite of foot,441487,370977006,Frostbite
73268,Fetal distress affecting management of mother,74104,106009009,Fetal condition affecting obstetrical care of mother
22722,Accessory salivary gland,4006301,111327006,Congenital anomaly of salivary gland
73925,Burn of upper limb,442013,125666000,Burn
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,4155629,284005003,Abdominal cavity injury
29979,Crushing injury of neck,4185207,298397000,Lesion of neck
26711,Chronic pharyngitis,4134593,128284006,Chronic digestive system disorder
26378,Hyperpituitarism,4223692,84384007,Increased hormone production
24296,Primary malignant neoplasm of pituitary gland,380661,93749002,Primary malignant neoplasm of cerebrum
28779,Bleeding esophageal varices,4344497,239953001,Soft tissue lesion
72717,Postoperative heterotopic calcification,4280820,6595006,Calcinosis
72486,Blister of elbow without infection,444189,125596004,Injury of elbow
73335,Closed posterior dislocation of proximal end of tibia,604317,879910002,Finding of bone of lower limb
23567,Branchial cleft cyst,443258,274751001,Mass of head and/or neck
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,1075361,1303835007,Arthritis of shoulder region joint
72404,Joint stiffness,4182011,298179002,Finding of joint movement
25486,Primary malignant neoplasm of islets of Langerhans,4112734,254611009,Malignant tumor of endocrine pancreas
73043,Open dislocation of glenohumeral joint,4114600,201941004,Traumatic arthropathy of shoulder
72709,Crystal arthropathy of multiple sites,80484,18834007,Crystal arthropathy
73335,Closed posterior dislocation of proximal end of tibia,40323559,157266009,Dislocation of knee joint
24602,Benign neoplasm of esophagus,4130990,126817006,Neoplasm of esophagus
25518,Sickle cell trait,4214191,416417002,Hereditary hemoglobin S
25748,Overlapping malignant neoplasm of esophagus,4181343,363402007,Malignant tumor of esophagus
72991,Traumatic arthropathy of multiple sites,74124,58188004,Traumatic arthropathy
73043,Open dislocation of glenohumeral joint,443457,410047003,Open dislocation of shoulder region
73085,Injury of superficial femoral artery,442564,7523003,Injury of thigh
72521,Immersion foot,4031623,238506004,Cold-induced dermatosis
73866,Congenital anomaly of breast,4176798,363035006,Congenital anomaly of thorax
73838,Pyogenic arthritis of multiple sites,4266078,61126009,Infective polyarthritis
73300,Radial styloid tenosynovitis,4181064,363175000,Inflammatory disorder of extremity
73854,Progressive myositis ossificans,4006473,11164009,Autosomal dominant hereditary disorder
30061,Neoplasm of uncertain behavior of major salivary gland,40492458,448908007,Neoplasm of uncertain behavior of digestive organ
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",4089769,187952001,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
74124,Traumatic arthropathy,440921,417746004,Traumatic injury
26052,Primary malignant neoplasm of larynx,30346,93922007,Primary malignant neoplasm of neck
73842,Enthesopathy of elbow region,4027383,128133004,Disorder of elbow
23034,Neonatal hypoglycemia,42537310,736652002,Neonatal metabolic disorder
