concept_id_1,concept_name_1,attribute_category,gs_concept_id_2,gs_concept_code_2,gs_concept_name_2,predicted_concept_id_2,predicted_concept_code_2,predicted_concept_name_2,matched,status
22666,Vomiting after gastrointestinal tract surgery,Has interprets,4025208.0,106079008.0,Digestive system function,,,,False,missed
22722,Accessory salivary gland,Has asso morph,4238909.0,91431006.0,Supernumerary structure,4238909,,Supernumerary structure,True,match
22722,Accessory salivary gland,Has finding site,4294042.0,385294005.0,Salivary gland structure,4294042,,Salivary gland structure,True,match
22722,Accessory salivary gland,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
22722,Accessory salivary gland,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
22820,Tuberculosis of esophagus,Has asso morph,4269928.0,6266001.0,Granulomatous inflammation,4269928,,Granulomatous inflammation,True,match
22820,Tuberculosis of esophagus,Has causative agent,4035081.0,113858008.0,Mycobacterium tuberculosis complex,4035081,,Mycobacterium tuberculosis complex,True,match
22820,Tuberculosis of esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
22820,Tuberculosis of esophagus,Has pathology,40480911.0,441862004.0,Infectious process,40480911,,Infectious process,True,match
22839,Overlapping malignant neoplasm of larynx,Has asso morph,,,,4312326,,"Neoplasm, malignant (primary)",False,extra
22839,Overlapping malignant neoplasm of larynx,Has asso morph,37153816.0,1240414004.0,Malignant neoplasm,37153816,,Malignant neoplasm,True,match
22839,Overlapping malignant neoplasm of larynx,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
22856,Polyglandular dysfunction,Has finding site,4298971.0,77637002.0,Structure of multiple endocrine glands,4298971,,Structure of multiple endocrine glands,True,match
22871,Neoplasm of uncertain behavior of pineal gland,Has asso morph,4313421.0,86251006.0,Neoplasm of uncertain behavior,4313421,,Neoplasm of uncertain behavior,True,match
22871,Neoplasm of uncertain behavior of pineal gland,Has finding site,4164136.0,45793000.0,Pineal structure,4164136,,Pineal structure,True,match
22945,Horizontal overbite,Has asso morph,,,,4064671,,Developmental abnormality,False,extra
22945,Horizontal overbite,Has asso morph,4149424.0,30812002.0,Overriding structures,4149424,,Overriding structures,True,match
22945,Horizontal overbite,Has asso morph,45772952.0,707598004.0,Malocclusion,45772952,,Malocclusion,True,match
22945,Horizontal overbite,Has finding site,4075101.0,245543004.0,Dentition,4075101,,Dentition,True,match
22955,Perforation of esophagus,Has asso morph,4263947.0,36191001.0,Perforation,4263947,,Perforation,True,match
22955,Perforation of esophagus,Has finding context,,,,4253628,,Known present,False,extra
22955,Perforation of esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
22955,Perforation of esophagus,Has relat context,,,,4259630,,Subject of record,False,extra
22955,Perforation of esophagus,Has temporal context,,,,4259510,,Current or specified,False,extra
23034,Neonatal hypoglycemia,Has finding context,,,,4253628,,Known present,False,extra
23034,Neonatal hypoglycemia,Has finding site,4034504.0,113331007.0,Structure of endocrine system,4034504,,Structure of endocrine system,True,match
23034,Neonatal hypoglycemia,Has interpretation,4083207.0,281300000.0,Below reference range,,,,False,missed
23034,Neonatal hypoglycemia,Has interprets,4202143.0,434912009.0,Blood glucose concentration,,,,False,missed
23034,Neonatal hypoglycemia,Has occurrence,4114528.0,255407002.0,Neonatal,4114528,,Neonatal,True,match
23034,Neonatal hypoglycemia,Has relat context,,,,4259630,,Subject of record,False,extra
23034,Neonatal hypoglycemia,Has temporal context,,,,4259510,,Current or specified,False,extra
23137,Chlamydial pharyngitis,Has asso morph,,,,4053015,,Inflammation,False,extra
23137,Chlamydial pharyngitis,Has asso morph,4253008.0,409774005.0,Inflammatory morphology,,,,False,missed
23137,Chlamydial pharyngitis,Has causative agent,,,,4274488,,Chlamydia trachomatis,False,extra
23137,Chlamydial pharyngitis,Has causative agent,4037323.0,16241000.0,Chlamydia,,,,False,missed
23137,Chlamydial pharyngitis,Has finding site,4207370.0,54066008.0,Pharyngeal structure,4207370,,Pharyngeal structure,True,match
23137,Chlamydial pharyngitis,Has pathology,40480911.0,441862004.0,Infectious process,40480911,,Infectious process,True,match
23164,Disorder of anterior pituitary,Has finding site,4270353.0,62818001.0,Adenohypophysis structure,4270353,,Adenohypophysis structure,True,match
23220,Chronic tonsillitis,Has asso morph,4253009.0,409777003.0,Chronic inflammatory morphology,4253009,,Chronic inflammatory morphology,True,match
23220,Chronic tonsillitis,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
23220,Chronic tonsillitis,Has finding context,,,,4253628,,Known present,False,extra
23220,Chronic tonsillitis,Has finding site,,,,4142539,,Entire palatine tonsil,False,extra
23220,Chronic tonsillitis,Has finding site,4327174.0,75573002.0,Palatine tonsillar structure,,,,False,missed
23220,Chronic tonsillitis,Has relat context,,,,4259630,,Subject of record,False,extra
23220,Chronic tonsillitis,Has temporal context,,,,4259510,,Current or specified,False,extra
23237,Acute peptic ulcer with hemorrhage AND obstruction,Has asso morph,4093906.0,26036001.0,Obstruction,4093906,,Obstruction,True,match
23237,Acute peptic ulcer with hemorrhage AND obstruction,Has asso morph,4164431.0,45771005.0,Acute bleeding ulcer,4164431,,Acute bleeding ulcer,True,match
23237,Acute peptic ulcer with hemorrhage AND obstruction,Has clinical course,4312510.0,424124008.0,Sudden onset AND/OR short duration,4312510,,Sudden onset AND/OR short duration,True,match
23237,Acute peptic ulcer with hemorrhage AND obstruction,Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
23245,Esophageal bleeding,Has asso morph,4179955.0,50960005.0,Hemorrhage,4179955,,Hemorrhage,True,match
23245,Esophageal bleeding,Has finding context,,,,4253628,,Known present,False,extra
23245,Esophageal bleeding,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
23245,Esophageal bleeding,Has relat context,,,,4259630,,Subject of record,False,extra
23245,Esophageal bleeding,Has temporal context,,,,4259510,,Current or specified,False,extra
23247,Chronic peptic ulcer with perforation but without obstruction,Has asso morph,4233476.0,405719001.0,Chronic ulcer,4233476,,Chronic ulcer,True,match
23247,Chronic peptic ulcer with perforation but without obstruction,Has asso morph,4239211.0,91182001.0,Perforated ulcer,4239211,,Perforated ulcer,True,match
23247,Chronic peptic ulcer with perforation but without obstruction,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
23247,Chronic peptic ulcer with perforation but without obstruction,Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
23304,Neck webbing,Has asso morph,4295289.0,76640006.0,Congenital webbing,4295289,,Congenital webbing,True,match
23304,Neck webbing,Has finding site,,,,4260843,,Neck structure,False,extra
23304,Neck webbing,Has finding site,4182739.0,43081002.0,Skin structure of neck,,,,False,missed
23304,Neck webbing,Has occurrence,4116830.0,255399007.0,Congenital,,,,False,missed
23304,Neck webbing,Has pathology,4204670.0,308490002.0,Pathological developmental process,,,,False,missed
23325,Heartburn,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
23567,Branchial cleft cyst,Has asso morph,37206155.0,785762005.0,Branchial cyst,37206155,,Branchial cyst,True,match
23567,Branchial cleft cyst,Has finding site,4300167.0,774007.0,Structure of head and/or neck,4300167,,Structure of head and/or neck,True,match
23567,Branchial cleft cyst,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
23567,Branchial cleft cyst,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
23653,Foreign body in esophagus,Has asso morph,4078373.0,19227008.0,Foreign body,4078373,,Foreign body,True,match
23653,Foreign body in esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
23731,Benign neoplasm of larynx,Has asso morph,4305589.0,3898006.0,"Neoplasm, benign",4305589,,"Neoplasm, benign",True,match
23731,Benign neoplasm of larynx,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
23798,Acute laryngopharyngitis,Has asso morph,4163835.0,4532008.0,Acute inflammation,4163835,,Acute inflammation,True,match
23798,Acute laryngopharyngitis,Has clinical course,4312510.0,424124008.0,Sudden onset AND/OR short duration,4312510,,Sudden onset AND/OR short duration,True,match
23798,Acute laryngopharyngitis,Has finding site,4207370.0,54066008.0,Pharyngeal structure,4207370,,Pharyngeal structure,True,match
23798,Acute laryngopharyngitis,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
23799,Pharynx or nasopharynx edema,Has asso morph,4196943.0,79654002.0,Edema,4196943,,Edema,True,match
23799,Pharynx or nasopharynx edema,Has finding site,,,,4216712,,Nasopharyngeal structure,False,extra
23799,Pharynx or nasopharynx edema,Has finding site,4207370.0,54066008.0,Pharyngeal structure,4207370,,Pharyngeal structure,True,match
23806,Atrophy of salivary gland,Has asso morph,4028206.0,13331008.0,Atrophy,4028206,,Atrophy,True,match
23806,Atrophy of salivary gland,Has finding site,4294042.0,385294005.0,Salivary gland structure,4294042,,Salivary gland structure,True,match
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",Has asso morph,4233476.0,405719001.0,Chronic ulcer,4233476,,Chronic ulcer,True,match
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
23865,Congenital anomaly of pharynx,Has asso morph,4175951.0,49755003.0,Morphologically abnormal structure,4175951,,Morphologically abnormal structure,True,match
23865,Congenital anomaly of pharynx,Has finding site,4207370.0,54066008.0,Pharyngeal structure,4207370,,Pharyngeal structure,True,match
23865,Congenital anomaly of pharynx,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
23865,Congenital anomaly of pharynx,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
23868,Congenital anomaly of esophagus,Has asso morph,4175951.0,49755003.0,Morphologically abnormal structure,4175951,,Morphologically abnormal structure,True,match
23868,Congenital anomaly of esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
23868,Congenital anomaly of esophagus,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
23868,Congenital anomaly of esophagus,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
23986,Disorder of pituitary gland,Has finding site,,,,4112696,,Entire pituitary gland,False,extra
23986,Disorder of pituitary gland,Has finding site,4209428.0,56329008.0,Pituitary structure,,,,False,missed
23988,Hemolytic anemia due to glutathione metabolism disorder,Finding asso with,,,,436670,,Metabolic disease,False,extra
23988,Hemolytic anemia due to glutathione metabolism disorder,Has finding site,4218976.0,41898006.0,Erythrocyte,4218976,,Erythrocyte,True,match
23988,Hemolytic anemia due to glutathione metabolism disorder,Has interpretation,4083207.0,281300000.0,Below reference range,,,,False,missed
23988,Hemolytic anemia due to glutathione metabolism disorder,Has interpretation,4181412.0,52101004.0,Present,,,,False,missed
23988,Hemolytic anemia due to glutathione metabolism disorder,Has interprets,4030871.0,14089001.0,Red blood cell count,,,,False,missed
23988,Hemolytic anemia due to glutathione metabolism disorder,Has interprets,4224294.0,404227002.0,Hemolysis,,,,False,missed
23988,Hemolytic anemia due to glutathione metabolism disorder,Has interprets,40480067.0,441689006.0,Measurement of total hemoglobin concentration,,,,False,missed
24006,Sickle cell-hemoglobin C disease,Has finding site,4218976.0,41898006.0,Erythrocyte,4218976,,Erythrocyte,True,match
24006,Sickle cell-hemoglobin C disease,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Has asso morph,4093906.0,26036001.0,Obstruction,4093906,,Obstruction,True,match
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Has asso morph,4243483.0,37904008.0,Chronic bleeding ulcer,4243483,,Chronic bleeding ulcer,True,match
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
24134,Neck pain,Has finding context,,,,4253628,,Known present,False,extra
24134,Neck pain,Has finding site,4260843.0,45048000.0,Neck structure,4260843,,Neck structure,True,match
24134,Neck pain,Has relat context,,,,4259630,,Subject of record,False,extra
24134,Neck pain,Has temporal context,,,,4259510,,Current or specified,False,extra
24148,Congenital diverticulum of pharynx,Has asso morph,4218881.0,82037003.0,Congenital diverticulum,4218881,,Congenital diverticulum,True,match
24148,Congenital diverticulum of pharynx,Has finding site,4207370.0,54066008.0,Pharyngeal structure,4207370,,Pharyngeal structure,True,match
24148,Congenital diverticulum of pharynx,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
24148,Congenital diverticulum of pharynx,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
24198,Contusion of esophagus,Has asso morph,4203279.0,308492005.0,Contusion - lesion,4203279,,Contusion - lesion,True,match
24198,Contusion of esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
24230,Foreign body in larynx,Has asso morph,4078373.0,19227008.0,Foreign body,4078373,,Foreign body,True,match
24230,Foreign body in larynx,Has finding context,,,,4253628,,Known present,False,extra
24230,Foreign body in larynx,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
24230,Foreign body in larynx,Has relat context,,,,4259630,,Subject of record,False,extra
24230,Foreign body in larynx,Has temporal context,,,,4259510,,Current or specified,False,extra
24296,Primary malignant neoplasm of pituitary gland,Has asso morph,,,,4312326,,"Neoplasm, malignant (primary)",False,extra
24296,Primary malignant neoplasm of pituitary gland,Has asso morph,37153816.0,1240414004.0,Malignant neoplasm,,,,False,missed
24296,Primary malignant neoplasm of pituitary gland,Has finding site,4209428.0,56329008.0,Pituitary structure,4209428,,Pituitary structure,True,match
24296,Primary malignant neoplasm of pituitary gland,Has pathology,37157802.0,1234914003.0,Primary malignant neoplastic proliferation,37157802,,Primary malignant neoplastic proliferation,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has asso morph,4093906.0,26036001.0,Obstruction,4093906,,Obstruction,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has asso morph,4239211.0,91182001.0,Perforated ulcer,4239211,,Perforated ulcer,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has asso morph,4243483.0,37904008.0,Chronic bleeding ulcer,4243483,,Chronic bleeding ulcer,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has finding context,,,,4253628,,Known present,False,extra
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has relat context,,,,4259630,,Subject of record,False,extra
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Has temporal context,,,,4259510,,Current or specified,False,extra
24602,Benign neoplasm of esophagus,Has asso morph,4305589.0,3898006.0,"Neoplasm, benign",4305589,,"Neoplasm, benign",True,match
24602,Benign neoplasm of esophagus,Has finding site,4140098.0,32849002.0,Esophageal structure,4140098,,Esophageal structure,True,match
24609,Hypoglycemia,Has finding site,4034504.0,113331007.0,Structure of endocrine system,4034504,,Structure of endocrine system,True,match
24609,Hypoglycemia,Has interpretation,4083207.0,281300000.0,Below reference range,,,,False,missed
24609,Hypoglycemia,Has interprets,4202143.0,434912009.0,Blood glucose concentration,,,,False,missed
24612,"Multiple endocrine neoplasia, type 2",Has asso morph,4189035.0,60549007.0,Multiple endocrine adenomas,4189035,,Multiple endocrine adenomas,True,match
24612,"Multiple endocrine neoplasia, type 2",Has finding context,,,,4253628,,Known present,False,extra
24612,"Multiple endocrine neoplasia, type 2",Has finding site,4298971.0,77637002.0,Structure of multiple endocrine glands,4298971,,Structure of multiple endocrine glands,True,match
24612,"Multiple endocrine neoplasia, type 2",Has relat context,,,,4259630,,Subject of record,False,extra
24612,"Multiple endocrine neoplasia, type 2",Has temporal context,,,,4259510,,Current or specified,False,extra
24660,Acute tonsillitis,Has asso morph,4163835.0,4532008.0,Acute inflammation,4163835,,Acute inflammation,True,match
24660,Acute tonsillitis,Has clinical course,4312510.0,424124008.0,Sudden onset AND/OR short duration,4312510,,Sudden onset AND/OR short duration,True,match
24660,Acute tonsillitis,Has finding context,,,,4253628,,Known present,False,extra
24660,Acute tonsillitis,Has finding site,4327174.0,75573002.0,Palatine tonsillar structure,4327174,,Palatine tonsillar structure,True,match
24660,Acute tonsillitis,Has relat context,,,,4259630,,Subject of record,False,extra
24660,Acute tonsillitis,Has temporal context,,,,4259510,,Current or specified,False,extra
24818,Injury of neck,Has asso morph,4078068.0,19130008.0,Traumatic abnormality,4078068,,Traumatic abnormality,True,match
24818,Injury of neck,Has finding site,4260843.0,45048000.0,Neck structure,4260843,,Neck structure,True,match
24884,Benign neoplasm of carotid body,Has asso morph,4305589.0,3898006.0,"Neoplasm, benign",4305589,,"Neoplasm, benign",True,match
24884,Benign neoplasm of carotid body,Has finding site,4197418.0,51345006.0,Carotid body structure,4197418,,Carotid body structure,True,match
24897,Carcinoma in situ of larynx,Has asso morph,,,,4266173,,Carcinoma in situ - category,False,extra
24897,Carcinoma in situ of larynx,Has asso morph,37156895.0,1187138006.0,Carcinoma in situ,37156895,,Carcinoma in situ,True,match
24897,Carcinoma in situ of larynx,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
24909,Hereditary spherocytosis,Has asso morph,4123834.0,259682008.0,Spherocyte,4123834,,Spherocyte,True,match
24909,Hereditary spherocytosis,Has finding site,4218976.0,41898006.0,Erythrocyte,4218976,,Erythrocyte,True,match
24909,Hereditary spherocytosis,Has interpretation,4083207.0,281300000.0,Below reference range,,,,False,missed
24909,Hereditary spherocytosis,Has interpretation,4181412.0,52101004.0,Present,,,,False,missed
24909,Hereditary spherocytosis,Has interprets,4030871.0,14089001.0,Red blood cell count,,,,False,missed
24909,Hereditary spherocytosis,Has interprets,4224294.0,404227002.0,Hemolysis,,,,False,missed
24909,Hereditary spherocytosis,Has interprets,40480067.0,441689006.0,Measurement of total hemoglobin concentration,,,,False,missed
24966,Esophageal varices,Has asso morph,4029830.0,12856003.0,Varix,4029830,,Varix,True,match
24966,Esophageal varices,Has finding site,4237655.0,90895003.0,Structure of esophageal vein,4237655,,Structure of esophageal vein,True,match
24969,Laryngitis,Has asso morph,,,,4053015,,Inflammation,False,extra
24969,Laryngitis,Has asso morph,4253008.0,409774005.0,Inflammatory morphology,4253008,,Inflammatory morphology,True,match
24969,Laryngitis,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
24970,Chronic laryngitis,Has asso morph,,,,4224657,,Chronic inflammation,False,extra
24970,Chronic laryngitis,Has asso morph,4253009.0,409777003.0,Chronic inflammatory morphology,4253009,,Chronic inflammatory morphology,True,match
24970,Chronic laryngitis,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
24970,Chronic laryngitis,Has finding context,,,,4253628,,Known present,False,extra
24970,Chronic laryngitis,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
24970,Chronic laryngitis,Has relat context,,,,4259630,,Subject of record,False,extra
24970,Chronic laryngitis,Has temporal context,,,,4259510,,Current or specified,False,extra
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Has asso morph,4093906.0,26036001.0,Obstruction,4093906,,Obstruction,True,match
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Has asso morph,4233476.0,405719001.0,Chronic ulcer,4233476,,Chronic ulcer,True,match
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Has finding site,4271189.0,62834003.0,Upper gastrointestinal tract structure,4271189,,Upper gastrointestinal tract structure,True,match
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Has finding site,37304196.0,787915005.0,Structure of lumen of upper gastrointestinal tract,37304196,,Structure of lumen of upper gastrointestinal tract,True,match
24974,Stenosis of larynx,Has asso morph,4217691.0,415582006.0,Stenosis,4217691,,Stenosis,True,match
24974,Stenosis of larynx,Has finding site,4262229.0,4596009.0,Laryngeal structure,4262229,,Laryngeal structure,True,match
24977,Mucocele of salivary gland,Has asso morph,,,,37154186,,Mucous retention cyst,False,extra
24977,Mucocele of salivary gland,Has asso morph,4055737.0,19633006.0,Mucous cyst,,,,False,missed
24977,Mucocele of salivary gland,Has finding site,4294042.0,385294005.0,Salivary gland structure,4294042,,Salivary gland structure,True,match
24978,Chronic adenotonsillitis,Has asso morph,4253009.0,409777003.0,Chronic inflammatory morphology,4253009,,Chronic inflammatory morphology,True,match
24978,Chronic adenotonsillitis,Has clinical course,4236661.0,90734009.0,Chronic,4236661,,Chronic,True,match
24978,Chronic adenotonsillitis,Has finding site,,,,4123604,,Tonsil and adenoid structure,False,extra
24978,Chronic adenotonsillitis,Has finding site,4184153.0,55940004.0,Adenoidal structure,,,,False,missed
24978,Chronic adenotonsillitis,Has finding site,4327174.0,75573002.0,Palatine tonsillar structure,,,,False,missed
25056,Congenital anomaly of neck,Has asso morph,4175951.0,49755003.0,Morphologically abnormal structure,4175951,,Morphologically abnormal structure,True,match
25056,Congenital anomaly of neck,Has finding site,4260843.0,45048000.0,Neck structure,4260843,,Neck structure,True,match
25056,Congenital anomaly of neck,Has occurrence,4116830.0,255399007.0,Congenital,4116830,,Congenital,True,match
25056,Congenital anomaly of neck,Has pathology,4204670.0,308490002.0,Pathological developmental process,4204670,,Pathological developmental process,True,match
25068,Branchial cleft sinus and fistula,Has asso morph,37206156.0,785763000.0,Branchial fistula,37206156,,Branchial fistula,True,match
25068,Branchial cleft sinus and fistula,Has asso morph,37206157.0,785764006.0,Branchial sinus,37206157,,Branchial sinus,True,match
