source_code,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,matched_concept_id,matched_concept_name,match_score,match_rank
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,765233,Enthesopathy of left hip,0.33968583522884366,12
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,81942,Enthesopathy of ankle AND/OR tarsus,0.3456950522620532,13
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37163383,Enthesopathy of ankle region,0.3469539116766083,14
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,46284933,Enthesitis of foot and ankle,0.34832467306483694,15
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,198846,Enthesopathy of hip region,0.3486128508620693,16
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,765232,Enthesopathy of left ankle,0.350126201990553,17
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37309729,Bilateral enthesopathy of ankles,0.35173143870901935,18
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37169283,Enthesopathy of toe of right foot,0.35313317385357157,19
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,4344267,Enthesopathy of pelvic region,0.35533083463120696,20
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,74458,Enthesopathy of knee,0.3612898267137503,21
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37108921,Enthesopathy of left knee,0.36146056596225185,22
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,761494,Enthesopathy of right ankle,0.3631851095364387,23
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,761497,Enthesopathy of right hip,0.36441456642131476,24
8690,"Unspecified enthesopathy, lower limb, excluding foot",4116324,Enthesopathy of lower leg and ankle region,exactMatch,4116324.0,Enthesopathy of lower leg and ankle region,broadMatch,"enthesopathy, lower limb, excluding foot",-1,,37169270,Enthesopathy of left hand,0.366775030011979,25
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,4035438,Gout caused by lead,1.0429008102108561e-05,1
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,4299408,Gouty tophus,0.08313536103676322,2
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,136779,Disorder of forearm,0.10961116666562487,3
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,76191,Disorder of upper arm,0.11569362673952044,4
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,443582,Arthropathy of joint of hand,0.12448495191029207,5
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,40484571,Disorder of joint of shoulder region,0.1433782555455969,6
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607432,Chronic gout caused by lead,0.14786233733190735,7
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607404,Monoarticular chronic gout caused by lead,0.18720823472668568,8
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,603006,Polyarticular chronic gout caused by lead,0.18873105259711298,9
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607392,Acute lead-induced gout,0.18960833970353463,10
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,603008,Polyarticular acute gout caused by lead,0.22117619755998208,11
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,607406,Monoarticular acute gout caused by lead,0.22990625307120316,12
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,42535205,Chronic tophaceous gout of left elbow,0.25493513097719456,13
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,42539209,Chronic tophaceous gout of right elbow,0.260809362033242,14
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270436,Chronic tophaceous gout of elbow caused by drug,0.2626089027067694,15
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,1449136,Gouty arthritis of elbow,0.2763025644878667,16
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,35615129,Bilateral chronic tophaceous gout of elbows,0.2763313078488978,17
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,36684527,Gouty arthritis of left elbow,0.28504263680386555,18
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270437,Chronic gout of elbow without tophus caused by drug,0.28896888069029947,19
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270454,Gout of elbow caused by drug,0.293160597965744,20
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270419,Chronic gout of elbow without tophus due to renal impairment,0.2955184506709295,21
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,36684532,Gouty arthritis of right elbow,0.29574825781419833,22
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270418,Chronic tophaceous gout of elbow due to renal impairment,0.3038181785311498,23
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46270464,Gout of elbow due to renal impairment,0.30879072600679913,24
9724,"Lead-induced chronic gout, unspecified elbow",607432,Chronic gout caused by lead,broadMatch,,,,"Lead-induced chronic gout, elbow",-1,,46273638,Primary chronic gout without tophus of elbow,0.3194907953729407,25
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270464,Gout of elbow due to renal impairment,0.030152644404679574,1
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270418,Chronic tophaceous gout of elbow due to renal impairment,0.08851701051716476,2
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270465,Gout of hand due to renal impairment,0.10452407794834295,3
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270413,Gout of wrist due to renal impairment,0.11171843038551754,4
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270467,Gout of knee due to renal impairment,0.12294809836313969,5
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270419,Chronic gout of elbow without tophus due to renal impairment,0.12632028209193913,6
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270412,Gout of shoulder due to renal impairment,0.12924635089117897,7
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270466,Gout of hip due to renal impairment,0.13579659900748953,8
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,4035437,Gout secondary to renal impairment,0.15255325173598144,9
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270431,Chronic tophaceous gout of wrist due to renal impairment,0.16036171981612646,10
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270420,Chronic tophaceous gout of hand due to renal impairment,0.1636550811411659,11
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46273507,Chronic tophaceous gout of shoulder due to renal impairment,0.17298822121716528,12
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270424,Chronic tophaceous gout of knee due to renal impairment,0.17345165118611883,13
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,762219,Chronic tophaceous gout of right wrist due to renal impairment,0.17801776024743698,14
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,4084229,Primary gout,0.17954781151854038,15
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270422,Chronic tophaceous gout of hip due to renal impairment,0.18013727600749307,16
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,4035436,Secondary gout,0.18397969066479603,17
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,42539209,Chronic tophaceous gout of right elbow,0.18529359839921522,18
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270432,Chronic gout of wrist without tophus due to renal impairment,0.20224216145193574,19
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270421,Chronic gout of hand without tophus due to renal impairment,0.20351662903390733,20
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,42535205,Chronic tophaceous gout of left elbow,0.21080684219580303,21
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270429,Chronic tophaceous gout due to renal impairment,0.2140931993701347,22
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270427,Chronic gout of shoulder without tophus due to renal impairment,0.22278361838878458,23
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46270430,Chronic gout without tophus due to renal impairment,0.22369811191335187,24
9770,"Chronic gout due to renal impairment, right elbow",46270464,Gout of elbow due to renal impairment,broadMatch,,,,"chronic gout due to renal impairment, right elbow",-1,,46273648,Chronic gout of knee without tophus due to renal impairment,0.22432199885287385,25
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,45766908,Pathological fracture of ankle,1.1890786223434091e-06,1
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760649,Pathological fracture of left ankle,0.03509141135326721,2
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760648,Pathological fracture of right ankle,0.06581538969299483,3
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,4175171,Pathological fracture of foot,0.09419106615975636,4
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,197150,Late effect of fracture of lower extremities,0.09522263530922881,5
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,45766976,Pathologic fracture of ankle at site of neoplasm,0.10058692614984588,6
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,4115176,Pathological fracture - ankle and/or foot,0.12546227859560366,7
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760630,Pathological fracture of left foot,0.12609712421634234,8
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,765191,Pathological fracture of left ankle due to osteoporosis,0.12723587453821916,9
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,40483849,Pathological fracture of fibula,0.13323693120258506,10
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,40483848,Pathological fracture of tibia,0.1507733358199439,11
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760629,Pathological fracture of right foot,0.15576081075161963,12
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760647,Pathological fracture of right ankle due to osteoporosis,0.15761261482746136,13
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,443460,Pathological fracture of femur,0.15847637939463255,14
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,75634,Fracture malunion,0.16233685232177464,15
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760580,Pathological fracture of left fibula,0.1662803115434781,16
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,45766903,Pathological fracture of phalanx of foot,0.16674307017780254,17
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,73574,Nonunion of fracture,0.17161860340492985,18
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760632,Pathological fracture of toe of left foot,0.17335067498591783,19
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,40305987,Delayed union of fracture,0.17732976104127296,20
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,40480160,Osteoporotic fracture,0.18270870981252696,21
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760577,Pathological fracture of left tibia,0.18356459194513008,22
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,45771423,Osteoporotic fracture of ankle,0.18368923505621226,23
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,45767011,Secondary osteoporotic fracture of ankle,0.18648555145072032,24
9946,"Pathological fracture, left ankle",760649,Pathological fracture of left ankle,exactMatch,,,,"Pathological fracture, left ankle",-1,,760579,Pathological fracture of right fibula,0.186772585162021,25
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,372479,Laceration of eye,0.07447790867242654,1
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4335872,Injury of globe of eye,0.14681871998920004,2
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,375404,Ocular laceration with prolapse AND/OR exposure of intraocular tissue,0.1685101425470944,3
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4052225,Sequelae of injury of eye and orbit,0.19106452945967634,4
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4052815,Ocular laceration with intraocular prolapse,0.22234251698534724,5
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42536701,Bilateral laceration of eyes co-occurrent with prolapse of intraocular tissue,0.270973490342478,6
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4152961,Laceration of eye region,0.2744688039824754,7
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,45757555,Rupture of globe without prolapse of intraocular tissue,0.27896764819713704,8
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42536703,Bilateral laceration of eyes co-occurrent with loss of intraocular tissue,0.2865644065130044,9
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42538627,Loss of tissue of left eye and laceration,0.29192557973572764,10
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42538623,Prolapse of left eye and laceration,0.2964725122300099,11
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42538624,Prolapse of right eye and laceration,0.3052039466982174,12
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,42538628,Loss of tissue of right eye and laceration,0.3086897545455516,13
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,2110927,"Repair of laceration; cornea and/or sclera, perforating, not involving uveal tissue",0.3123860676209801,14
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4152402,Eyelid laceration without lid margin involvement,0.31696612203146146,15
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,376560,Rupture of eye with partial loss of intraocular tissue,0.3215459208139819,16
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,36686159,Laceration of globe of left eye,0.32263434142249925,17
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,36686157,Laceration of left cornea,0.3313772184569278,18
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,36686158,Laceration of globe of right eye,0.33261117755530245,19
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4338836,Repair of perforating laceration of sclera not involving uveal tissue,0.3344784784356639,20
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,2110926,"Repair of laceration; cornea, nonperforating, with or without removal foreign body",0.33920174323562047,21
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,2110923,"Repair of laceration; conjunctiva, with or without nonperforating laceration sclera, direct closure",0.33921180701047926,22
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,442509,Full thickness eyelid laceration without lacrimal passage involvement,0.34160815764794905,23
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4166564,Conjunctival laceration,0.343301234866194,24
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",-1,,4010276,Repair of perforating laceration of cornea not involving uveal tissue,0.34539127845530937,25
